Carrier,Specialty,County,nproviders
RMHP,014 Gastroenterology,Lake,3
RMHP,015 General Surgery,Montezuma,3
RMHP,015 General Surgery,Phillips,3
RMHP,016 Gynecology (OB/GYN),Fremont,3
RMHP,016 Gynecology (OB/GYN),Gunnison,3
RMHP,016 Gynecology (OB/GYN),Yuma,3
RMHP,017 Infectious Diseases,Weld,3
RMHP,018 Nephrology,La Plata,3
RMHP,018 Nephrology,Montezuma,3
RMHP,020 Neurological Surgery,Garfield,3
RMHP,020 Neurological Surgery,Pueblo,3
RMHP,021 Medical Oncology & Surgical Oncology,Delta,3
RMHP,021 Medical Oncology & Surgical Oncology,Eagle,3
RMHP,021 Medical Oncology & Surgical Oncology,Garfield,3
RMHP,021 Medical Oncology & Surgical Oncology,Montrose,3
RMHP,022 Radiation Oncology,Douglas,3
RMHP,025 Orthopedic Surgery,Archuleta,3
RMHP,025 Orthopedic Surgery,Delta,3
RMHP,026 Physical Medicine & Rehabilitation,Routt,3
RMHP,027 Plastic Surgery,La Plata,3
RMHP,028 Podiatry,Eagle,3
RMHP,028 Podiatry,Grand,3
RMHP,028 Podiatry,Morgan,3
RMHP,029 Psychiatry,Chaffee,3
RMHP,029 Psychiatry,Cheyenne,3
RMHP,029 Psychiatry,Elbert,3
RMHP,029 Psychiatry,Lincoln,3
RMHP,029 Psychiatry,Montrose,3
RMHP,029 Psychiatry,Phillips,3
RMHP,029 Psychiatry,Routt,3
RMHP,029 Psychiatry,Sedgwick,3
RMHP,029 Psychiatry,Summit,3
RMHP,029 Psychiatry,Washington,3
RMHP,030 Pulmonology,Chaffee,3
RMHP,030 Pulmonology,Garfield,3
RMHP,031 Rheumatology,Pueblo,3
RMHP,033 Urology,La Plata,3
RMHP,033 Urology,Rio Blanco,3
RMHP,033 Urology,Summit,3
RMHP,034 Vascular Surgery,Jefferson,3
RMHP,035 Cardiothoracic Surgery,Logan,3
RMHP,101 Pediatrics - Routine/Primary Care,Alamosa,3
RMHP,102 Licensed Clinical Social Workers,Kit Carson,3
RMHP,102 Licensed Clinical Social Workers,Moffat,3
RMHP,102 Licensed Clinical Social Workers,Montezuma,3
RMHP,102 Licensed Clinical Social Workers,Ouray,3
RMHP,102 Licensed Clinical Social Workers,San Miguel,3
RMHP,103 Psychology,Custer,3
RMHP,103 Psychology,Eagle,3
RMHP,103 Psychology,Fremont,3
RMHP,103 Psychology,Garfield,3
RMHP,103 Psychology,Lake,3
RMHP, 000 OTHER,Mesa,2
RMHP, 000 OTHER,Summit,2
RMHP, 004 Geriatrics,Alamosa,2
RMHP, 004 Geriatrics,Broomfield,2
RMHP, 004 Geriatrics,El Paso,2
RMHP, 004 Geriatrics,Pueblo,2
RMHP, 007 Allergy and Immunology,Boulder,2
RMHP, 008 Cardiovascular Disease,Denver,2
RMHP, 008 Cardiovascular Disease,Douglas,2
RMHP, 012 Endocrinology,Denver,2
RMHP, 014 Gastroenterology,Adams,2
RMHP, 014 Gastroenterology,Arapahoe,2
RMHP, 014 Gastroenterology,Broomfield,2
RMHP, 016 Gynecology (OB/GYN),Eagle,2
RMHP, 016 Gynecology (OB/GYN),Garfield,2
RMHP, 017 Infectious Diseases,Denver,2
RMHP, 021 Medical Oncology & Surgical Oncology,Denver,2
RMHP, 021 Medical Oncology & Surgical Oncology,Jefferson,2
RMHP, 021 Medical Oncology & Surgical Oncology,La Plata,2
RMHP, 021 Medical Oncology & Surgical Oncology,Larimer,2
RMHP, 025 Orthopedic Surgery,Adams,2
RMHP, 025 Orthopedic Surgery,Teller,2
RMHP, 026 Physical Medicine & Rehabilitation,Denver,2
RMHP, 027 Plastic Surgery,Douglas,2
RMHP, 027 Plastic Surgery,Mesa,2
RMHP, 030 Pulmonology,Douglas,2
RMHP, 031 Rheumatology,Denver,2
RMHP, 034 Vascular Surgery,Jefferson,2
RMHP, 034 Vascular Surgery,Pueblo,2
RMHP, 103 Psychology,Custer,2
RMHP, 103 Psychology,Gunnison,2
RMHP, 103 Psychology,Park,2
RMHP, 103 Psychology,Prowers,2
RMHP, 103 Psychology,Summit,2
RMHP,000 OTHER,Las Animas,2
RMHP,000 OTHER,San Miguel,2
RMHP,000 OTHER,Yuma,2
RMHP,002 Family Medicine,Mineral,2
RMHP,003 Internal Medicine,Archuleta,2
RMHP,003 Internal Medicine,Rio Grande,2
RMHP,003 Internal Medicine,Summit,2
RMHP,006 Primary Care - Nurse Practitioner,Archuleta,2
RMHP,006 Primary Care - Nurse Practitioner,Delta,2
RMHP,006 Primary Care - Nurse Practitioner,Eagle,2
RMHP,006 Primary Care - Nurse Practitioner,Garfield,2
RMHP,006 Primary Care - Nurse Practitioner,Jefferson,2
RMHP,007 Allergy and Immunology,Eagle,2
RMHP,007 Allergy and Immunology,Mesa,2
RMHP,007 Allergy and Immunology,Morgan,2
RMHP,008 Cardiovascular Disease,Gunnison,2
RMHP,008 Cardiovascular Disease,Kit Carson,2
RMHP,008 Cardiovascular Disease,Lake,2
RMHP,011 Dermatology,Montrose,2
RMHP,011 Dermatology,Yuma,2
RMHP,012 Endocrinology,Logan,2
RMHP,012 Endocrinology,Mesa,2
RMHP,012 Endocrinology,Summit,2
RMHP,013 ENT/Otolaryngology,Delta,2
RMHP,013 ENT/Otolaryngology,Moffat,2
RMHP,013 ENT/Otolaryngology,Routt,2
RMHP,013 ENT/Otolaryngology,Summit,2
RMHP,015 General Surgery,Gunnison,2
RMHP,015 General Surgery,Las Animas,2
RMHP,015 General Surgery,Otero,2
RMHP,015 General Surgery,Routt,2
RMHP,015 General Surgery,Teller,2
RMHP,015 General Surgery,Yuma,2
RMHP,016 Gynecology (OB/GYN),Montezuma,2
RMHP,016 Gynecology (OB/GYN),Phillips,2
RMHP,017 Infectious Diseases,La Plata,2
RMHP,017 Infectious Diseases,Pueblo,2
RMHP,018 Nephrology,Logan,2
RMHP,018 Nephrology,Morgan,2
RMHP,018 Nephrology,Weld,2
RMHP,019 Neurology,Eagle,2
RMHP,019 Neurology,Garfield,2
RMHP,019 Neurology,La Plata,2
RMHP,020 Neurological Surgery,Broomfield,2
RMHP,022 Radiation Oncology,Garfield,2
RMHP,022 Radiation Oncology,La Plata,2
RMHP,022 Radiation Oncology,Logan,2
RMHP,022 Radiation Oncology,Pueblo,2
RMHP,022 Radiation Oncology,Weld,2
RMHP,023 Ophthalmology,Eagle,2
RMHP,023 Ophthalmology,Logan,2
RMHP,025 Orthopedic Surgery,Chaffee,2
RMHP,025 Orthopedic Surgery,Montezuma,2
RMHP,025 Orthopedic Surgery,Rio Blanco,2
RMHP,025 Orthopedic Surgery,Rio Grande,2
RMHP,025 Orthopedic Surgery,San Miguel,2
RMHP,026 Physical Medicine & Rehabilitation,Grand,2
RMHP,026 Physical Medicine & Rehabilitation,Montezuma,2
RMHP,028 Podiatry,Archuleta,2
RMHP,028 Podiatry,Chaffee,2
RMHP,028 Podiatry,Delta,2
RMHP,028 Podiatry,Fremont,2
RMHP,028 Podiatry,Montrose,2
RMHP,028 Podiatry,Summit,2
RMHP,029 Psychiatry,Archuleta,2
RMHP,029 Psychiatry,Garfield,2
RMHP,030 Pulmonology,Delta,2
RMHP,030 Pulmonology,Eagle,2
RMHP,030 Pulmonology,Montezuma,2
RMHP,030 Pulmonology,Pueblo,2
RMHP,030 Pulmonology,Routt,2
RMHP,031 Rheumatology,La Plata,2
RMHP,033 Urology,Montrose,2
RMHP,033 Urology,Morgan,2
RMHP,033 Urology,Yuma,2
RMHP,034 Vascular Surgery,Larimer,2
RMHP,035 Cardiothoracic Surgery,Eagle,2
RMHP,035 Cardiothoracic Surgery,Summit,2
RMHP,101 Pediatrics - Routine/Primary Care,Summit,2
RMHP,102 Licensed Clinical Social Workers,Grand,2
RMHP,102 Licensed Clinical Social Workers,Huerfano,2
RMHP,103 Psychology,Delta,2
RMHP,103 Psychology,Moffat,2
RMHP,103 Psychology,Routt,2
RMHP,103 Psychology,Teller,2
RMHP, 000 OTHER,Broomfield,1
RMHP, 000 OTHER,Kit Carson,1
RMHP, 004 Geriatrics,Boulder,1
RMHP, 004 Geriatrics,Conejos,1
RMHP, 004 Geriatrics,Moffat,1
RMHP, 007 Allergy and Immunology,Weld,1
RMHP, 008 Cardiovascular Disease,Arapahoe,1
RMHP, 008 Cardiovascular Disease,Boulder,1
RMHP, 008 Cardiovascular Disease,Grand,1
RMHP, 008 Cardiovascular Disease,Moffat,1
RMHP, 008 Cardiovascular Disease,Routt,1
RMHP, 008 Cardiovascular Disease,Weld,1
RMHP, 012 Endocrinology,Boulder,1
RMHP, 012 Endocrinology,Broomfield,1
RMHP, 012 Endocrinology,Douglas,1
RMHP, 014 Gastroenterology,Archuleta,1
RMHP, 014 Gastroenterology,Douglas,1
RMHP, 014 Gastroenterology,La Plata,1
RMHP, 015 General Surgery,Baca,1
RMHP, 015 General Surgery,Boulder,1
RMHP, 015 General Surgery,Denver,1
RMHP, 015 General Surgery,Kit Carson,1
RMHP, 015 General Surgery,Lincoln,1
RMHP, 015 General Surgery,Yuma,1
RMHP, 016 Gynecology (OB/GYN),Jefferson,1
RMHP, 016 Gynecology (OB/GYN),Montrose,1
RMHP, 017 Infectious Diseases,Garfield,1
RMHP, 017 Infectious Diseases,Larimer,1
RMHP, 018 Nephrology,Adams,1
RMHP, 018 Nephrology,El Paso,1
RMHP, 018 Nephrology,Jefferson,1
RMHP, 018 Nephrology,Weld,1
RMHP, 021 Medical Oncology & Surgical Oncology,El Paso,1
RMHP, 021 Medical Oncology & Surgical Oncology,Montrose,1
RMHP, 021 Medical Oncology & Surgical Oncology,Pueblo,1
RMHP, 025 Orthopedic Surgery,Arapahoe,1
RMHP, 025 Orthopedic Surgery,Broomfield,1
RMHP, 025 Orthopedic Surgery,Eagle,1
RMHP, 026 Physical Medicine & Rehabilitation,El Paso,1
RMHP, 026 Physical Medicine & Rehabilitation,Larimer,1
RMHP, 026 Physical Medicine & Rehabilitation,Mesa,1
RMHP, 026 Physical Medicine & Rehabilitation,Weld,1
RMHP, 027 Plastic Surgery,Arapahoe,1
RMHP, 027 Plastic Surgery,Delta,1
RMHP, 027 Plastic Surgery,Garfield,1
RMHP, 027 Plastic Surgery,Jefferson,1
RMHP, 027 Plastic Surgery,Larimer,1
RMHP, 029 Psychiatry,Boulder,1
RMHP, 029 Psychiatry,Denver,1
RMHP, 030 Pulmonology,Adams,1
RMHP, 030 Pulmonology,Arapahoe,1
RMHP, 030 Pulmonology,Pueblo,1
RMHP, 030 Pulmonology,Summit,1
RMHP, 030 Pulmonology,Yuma,1
RMHP, 034 Vascular Surgery,Boulder,1
RMHP, 034 Vascular Surgery,Denver,1
RMHP, 034 Vascular Surgery,El Paso,1
RMHP, 035 Cardiothoracic Surgery,Larimer,1
RMHP, 035 Cardiothoracic Surgery,Morgan,1
RMHP, 101 Pediatrics - Routine/Primary Care,El Paso,1
RMHP, 101 Pediatrics - Routine/Primary Care,Garfield,1
RMHP, 101 Pediatrics - Routine/Primary Care,Mesa,1
RMHP, 101 Pediatrics - Routine/Primary Care,Pueblo,1
RMHP, 102 Licensed Clinical Social Workers,San Miguel,1
RMHP, 103 Psychology,Archuleta,1
RMHP, 103 Psychology,Clear Creek,1
RMHP, 103 Psychology,Eagle,1
RMHP, 103 Psychology,Garfield,1
RMHP, 103 Psychology,Grand,1
RMHP, 103 Psychology,Moffat,1
RMHP, 103 Psychology,Montrose,1
RMHP, 103 Psychology,Rio Blanco,1
RMHP, 103 Psychology,Routt,1
RMHP, 103 Psychology,San Miguel,1
RMHP,000 OTHER,Archuleta,1
RMHP,000 OTHER,Conejos,1
RMHP,000 OTHER,Elbert,1
RMHP,000 OTHER,Lincoln,1
RMHP,000 OTHER,Park,1
RMHP,000 OTHER,Pitkin,1
RMHP,000 OTHER,Teller,1
RMHP,002 Family Medicine,Baca,1
RMHP,002 Family Medicine,Cheyenne,1
RMHP,002 Family Medicine,Costilla,1
RMHP,003 Internal Medicine,Conejos,1
RMHP,003 Internal Medicine,Custer,1
RMHP,003 Internal Medicine,Gunnison,1
RMHP,003 Internal Medicine,Lake,1
RMHP,003 Internal Medicine,San Miguel,1
RMHP,003 Internal Medicine,Teller,1
RMHP,003 Internal Medicine,Yuma,1
RMHP,004 Geriatrics,Broomfield,1
RMHP,004 Geriatrics,Larimer,1
RMHP,005 Primary Care - Physician Assistant,Arapahoe,1
RMHP,005 Primary Care - Physician Assistant,Denver,1
RMHP,006 Primary Care - Nurse Practitioner,Broomfield,1
RMHP,006 Primary Care - Nurse Practitioner,Logan,1
RMHP,006 Primary Care - Nurse Practitioner,Montrose,1
RMHP,006 Primary Care - Nurse Practitioner,Rio Blanco,1
RMHP,006 Primary Care - Nurse Practitioner,San Miguel,1
RMHP,007 Allergy and Immunology,La Plata,1
RMHP,008 Cardiovascular Disease,Baca,1
RMHP,008 Cardiovascular Disease,Chaffee,1
RMHP,008 Cardiovascular Disease,Fremont,1
RMHP,008 Cardiovascular Disease,Jackson,1
RMHP,008 Cardiovascular Disease,Lincoln,1
RMHP,008 Cardiovascular Disease,Otero,1
RMHP,008 Cardiovascular Disease,Rio Grande,1
RMHP,011 Dermatology,Broomfield,1
RMHP,011 Dermatology,Gunnison,1
RMHP,011 Dermatology,Logan,1
RMHP,011 Dermatology,Moffat,1
RMHP,011 Dermatology,Morgan,1
RMHP,011 Dermatology,Pitkin,1
RMHP,011 Dermatology,Routt,1
RMHP,011 Dermatology,Teller,1
RMHP,012 Endocrinology,Delta,1
RMHP,012 Endocrinology,Eagle,1
RMHP,012 Endocrinology,La Plata,1
RMHP,013 ENT/Otolaryngology,Alamosa,1
RMHP,013 ENT/Otolaryngology,Archuleta,1
RMHP,013 ENT/Otolaryngology,Chaffee,1
RMHP,013 ENT/Otolaryngology,Montrose,1
RMHP,013 ENT/Otolaryngology,Rio Blanco,1
RMHP,014 Gastroenterology,Baca,1
RMHP,014 Gastroenterology,Kit Carson,1
RMHP,014 Gastroenterology,Lincoln,1
RMHP,014 Gastroenterology,Logan,1
RMHP,014 Gastroenterology,Pitkin,1
RMHP,014 Gastroenterology,Rio Blanco,1
RMHP,014 Gastroenterology,Routt,1
RMHP,014 Gastroenterology,Yuma,1
RMHP,015 General Surgery,Pitkin,1
RMHP,015 General Surgery,Rio Blanco,1
RMHP,015 General Surgery,Sedgwick,1
RMHP,016 Gynecology (OB/GYN),Lake,1
RMHP,016 Gynecology (OB/GYN),Las Animas,1
RMHP,016 Gynecology (OB/GYN),Washington,1
RMHP,018 Nephrology,Chaffee,1
RMHP,019 Neurology,Alamosa,1
RMHP,019 Neurology,Custer,1
RMHP,019 Neurology,Lake,1
RMHP,019 Neurology,Montrose,1
RMHP,019 Neurology,Phillips,1
RMHP,019 Neurology,Routt,1
RMHP,019 Neurology,Summit,1
RMHP,019 Neurology,Yuma,1
RMHP,020 Neurological Surgery,Eagle,1
RMHP,020 Neurological Surgery,La Plata,1
RMHP,020 Neurological Surgery,Montezuma,1
RMHP,021 Medical Oncology & Surgical Oncology,Broomfield,1
RMHP,021 Medical Oncology & Surgical Oncology,Gunnison,1
RMHP,021 Medical Oncology & Surgical Oncology,Logan,1
RMHP,021 Medical Oncology & Surgical Oncology,Morgan,1
RMHP,021 Medical Oncology & Surgical Oncology,Summit,1
RMHP,021 Medical Oncology & Surgical Oncology,Yuma,1
RMHP,022 Radiation Oncology,Montrose,1
RMHP,022 Radiation Oncology,Routt,1
RMHP,023 Ophthalmology,Broomfield,1
RMHP,023 Ophthalmology,Chaffee,1
RMHP,023 Ophthalmology,Fremont,1
RMHP,023 Ophthalmology,Las Animas,1
RMHP,023 Ophthalmology,Lincoln,1
RMHP,023 Ophthalmology,Moffat,1
RMHP,023 Ophthalmology,Routt,1
RMHP,023 Ophthalmology,San Miguel,1
RMHP,023 Ophthalmology,Teller,1
RMHP,025 Orthopedic Surgery,Huerfano,1
RMHP,025 Orthopedic Surgery,Kit Carson,1
RMHP,025 Orthopedic Surgery,Las Animas,1
RMHP,025 Orthopedic Surgery,Otero,1
RMHP,025 Orthopedic Surgery,Phillips,1
RMHP,025 Orthopedic Surgery,Teller,1
RMHP,025 Orthopedic Surgery,Yuma,1
RMHP,026 Physical Medicine & Rehabilitation,Alamosa,1
RMHP,026 Physical Medicine & Rehabilitation,Broomfield,1
RMHP,026 Physical Medicine & Rehabilitation,Delta,1
RMHP,026 Physical Medicine & Rehabilitation,Garfield,1
RMHP,026 Physical Medicine & Rehabilitation,Gunnison,1
RMHP,026 Physical Medicine & Rehabilitation,Montrose,1
RMHP,026 Physical Medicine & Rehabilitation,Summit,1
RMHP,027 Plastic Surgery,Broomfield,1
RMHP,027 Plastic Surgery,Eagle,1
RMHP,027 Plastic Surgery,Garfield,1
RMHP,027 Plastic Surgery,Grand,1
RMHP,027 Plastic Surgery,Pitkin,1
RMHP,027 Plastic Surgery,Routt,1
RMHP,027 Plastic Surgery,Saguache,1
RMHP,027 Plastic Surgery,Weld,1
RMHP,028 Podiatry,Alamosa,1
RMHP,028 Podiatry,Gunnison,1
RMHP,028 Podiatry,Huerfano,1
RMHP,028 Podiatry,Las Animas,1
RMHP,028 Podiatry,Otero,1
RMHP,028 Podiatry,Teller,1
RMHP,029 Psychiatry,Custer,1
RMHP,029 Psychiatry,Fremont,1
RMHP,029 Psychiatry,Grand,1
RMHP,029 Psychiatry,Lake,1
RMHP,029 Psychiatry,Moffat,1
RMHP,029 Psychiatry,Montezuma,1
RMHP,030 Pulmonology,Broomfield,1
RMHP,030 Pulmonology,Logan,1
RMHP,030 Pulmonology,Montrose,1
RMHP,030 Pulmonology,Phillips,1
RMHP,031 Rheumatology,Delta,1
RMHP,031 Rheumatology,Montezuma,1
RMHP,033 Urology,Fremont,1
RMHP,033 Urology,Logan,1
RMHP,034 Vascular Surgery,Arapahoe,1
RMHP,034 Vascular Surgery,Teller,1
RMHP,035 Cardiothoracic Surgery,Douglas,1
RMHP,035 Cardiothoracic Surgery,Fremont,1
RMHP,035 Cardiothoracic Surgery,Garfield,1
RMHP,035 Cardiothoracic Surgery,Routt,1
RMHP,101 Pediatrics - Routine/Primary Care,Gunnison,1
RMHP,101 Pediatrics - Routine/Primary Care,Las Animas,1
RMHP,101 Pediatrics - Routine/Primary Care,Morgan,1
RMHP,101 Pediatrics - Routine/Primary Care,Otero,1
RMHP,101 Pediatrics - Routine/Primary Care,Prowers,1
RMHP,102 Licensed Clinical Social Workers,Clear Creek,1
RMHP,102 Licensed Clinical Social Workers,Dolores,1
RMHP,102 Licensed Clinical Social Workers,Gilpin,1
RMHP,102 Licensed Clinical Social Workers,Hinsdale,1
RMHP,102 Licensed Clinical Social Workers,Las Animas,1
RMHP,102 Licensed Clinical Social Workers,Rio Blanco,1
RMHP,103 Psychology,Archuleta,1
RMHP,103 Psychology,Gilpin,1
RMHP,103 Psychology,Grand,1
RMHP,103 Psychology,Gunnison,1
RMHP,103 Psychology,Las Animas,1
RMHP,103 Psychology,Montezuma,1
RMHP,103 Psychology,Otero,1
RMHP,103 Psychology,Pitkin,1
RMHP,103 Psychology,Rio Blanco,1
RMHP,103 Psychology,San Miguel,1
